Name,StudyHours,Attendance,Result,ResultNumeric
Tushar Joshi 4503,2.1,36.3,Fail,0
Rahul Joshi 4504,6.8,61.3,Fail,0
Kunal Agarwal 4505,7.3,35.7,Fail,0
Amit Yadav 4506,7.8,39.5,Fail,0
Hash Yadav 4507,5.9,43.8,Fail,0
Parth Patel 4508,4.7,93.4,Fail,0
Dharaj Mehta 4509,1.4,59.1,Fail,0
Dharaj Patel 4510,6.1,67.6,Fail,0
Miraj Kapoor 4511,3.4,32.1,Fail,0
Parth Sharma 4512,4.8,66.9,Fail,0
Dev Rana 4513,5.3,90.2,Pass,1
Yash Singh 4514,8.9,53.0,Fail,0
Hash Mehta 4515,6.6,83.2,Pass,1
Dev Yadav 4516,1.7,47.9,Fail,0
Harsh Malik 4517,8.8,36.4,Fail,0
Vivek Gupta 4518,3.3,64.2,Fail,0
Utsav Patel 4519,7.6,96.0,Pass,1
Ravi Patel 4520,7.5,88.1,Pass,1
Om Gupta 4521,1.1,86.6,Fail,0
Yash Rana 4522,1.6,98.9,Fail,0
Hash Verma 4523,7.3,99.6,Pass,1
Dharaj Agarwal 4524,1.5,97.1,Fail,0
Vivek Joshi 4525,6.3,77.6,Pass,1
Amit Mehta 4526,7.4,86.8,Pass,1
Yash Yadav 4527,4.6,70.0,Fail,0
Jay Desai 4528,0.9,32.3,Fail,0
Chirag Chauhan 4529,6.1,37.9,Fail,0
Utsav Mehta 4530,8.1,78.8,Pass,1
Hash Agarwal 4531,1.1,67.3,Fail,0
Smit Shah 4532,2.4,53.6,Fail,0
Sahil Agarwal 4533,7.1,49.3,Fail,0
Om Joshi 4534,1.6,88.3,Fail,0
Smit Verma 4535,5.8,100.0,Pass,1
Jay Malik 4536,2.4,32.4,Fail,0
Kunal Malik 4537,4.7,54.0,Fail,0
Utsav Shah 4538,6.0,97.6,Pass,1
Kunal Sharma 4539,9.8,97.8,Pass,1
Parth Kapoor 4540,2.3,41.3,Fail,0
Ansh Yadav 4541,6.8,88.5,Pass,1
Om Desai 4542,2.1,38.3,Fail,0
Palav Desai 4543,7.3,52.0,Fail,0
Tushar Patel 4544,6.8,48.1,Fail,0
Raj Verma 4545,3.4,71.2,Fail,0
Tushar Verma 4546,9.1,66.1,Fail,0
Harsh Agarwal 4547,8.8,44.4,Fail,0
Chirag Verma 4548,7.5,75.2,Pass,1
Yash Joshi 4549,1.8,98.7,Fail,0
Jay Malik 4550,1.2,42.3,Fail,0
Sumit Verma 4551,6.5,51.8,Fail,0
Ansh Rana 4552,5.8,65.5,Fail,0
Sumit Sharma 4553,2.7,76.0,Fail,0
Utsav Shah 4554,4.3,44.7,Fail,0
Amit Desai 4555,0.8,85.2,Fail,0
Rohan Chauhan 4556,6.7,61.1,Fail,0
Neel Mehta 4557,5.5,36.4,Fail,0
Ansh Verma 4558,1.8,40.7,Fail,0
Sahil Kapoor 4559,6.9,97.7,Pass,1
Arjun Desai 4560,9.6,44.5,Fail,0
Amit Mehta 4561,4.8,76.6,Fail,0
Ravi Sharma 4562,3.3,84.3,Fail,0
Rohan Yadav 4563,4.1,33.6,Fail,0
Smit Kapoor 4564,8.9,65.3,Fail,0
Neel Yadav 4565,1.5,73.3,Fail,0
Sahil Joshi 4566,0.3,94.5,Fail,0
Chirag Joshi 4567,4.1,99.8,Fail,0
Hash Chauhan 4568,7.3,70.9,Pass,1
Bhavesh Mehta 4569,1.8,83.6,Fail,0
Smit Desai 4570,9.8,61.7,Fail,0
Sahil Kapoor 4571,3.0,98.6,Fail,0
Sahil Kapoor 4572,1.7,37.7,Fail,0
Kunal Gupta 4573,8.0,56.1,Fail,0
Harsh Rana 4574,9.4,84.2,Pass,1
Raj Joshi 4575,2.2,75.5,Fail,0
Smit Patel 4576,0.7,76.1,Fail,0
Tushar Singh 4577,6.7,96.6,Pass,1
Palav Patel 4578,4.2,58.0,Fail,0
Dharaj Agarwal 4579,6.1,34.5,Fail,0
Dharaj Chauhan 4580,7.8,91.0,Pass,1
Om Mehta 4581,9.2,69.7,Fail,0
Rahul Verma 4582,2.2,93.3,Fail,0
Nakul Sharma 4583,7.6,36.0,Fail,0
Rohan Chauhan 4584,9.2,64.6,Fail,0
Sumit Verma 4585,1.9,62.3,Fail,0
Raj Agarwal 4586,6.1,73.3,Pass,1
Sumit Chauhan 4587,8.7,72.3,Pass,1
Kunal Singh 4588,6.4,53.7,Fail,0
Om Mehta 4589,5.2,62.3,Fail,0
Tushar Mehta 4590,4.7,88.9,Fail,0
Ravi Desai 4591,8.9,97.9,Pass,1
Chirag Yadav 4592,9.1,39.6,Fail,0
Hash Rana 4593,8.0,75.6,Pass,1
Jay Malik 4594,2.0,74.8,Fail,0
Arjun Agarwal 4595,1.4,72.9,Fail,0
Dev Malik 4596,3.1,42.8,Fail,0
Chirag Yadav 4597,2.3,40.1,Fail,0
Parth Gupta 4598,6.3,90.6,Pass,1
Parth Patel 4599,9.3,93.7,Pass,1
Arjun Chauhan 4600,1.9,85.8,Fail,0
Vivek Agarwal 4601,2.8,80.6,Fail,0
Palav Gupta 4602,0.3,45.6,Fail,0
Neel Verma 4603,3.1,47.3,Fail,0
Manav Verma 4604,3.4,58.5,Fail,0
Dev Malik 4605,3.6,70.3,Fail,0
Bhavesh Shah 4606,3.4,61.2,Fail,0
Parth Yadav 4607,3.4,42.3,Fail,0
Sumit Chauhan 4608,5.5,33.5,Fail,0
Harsh Mehta 4609,6.5,86.1,Pass,1
Sahil Rana 4610,3.3,30.2,Fail,0
Tushar Chauhan 4611,0.1,75.1,Fail,0
Rahul Sharma 4612,1.6,78.5,Fail,0
Dharaj Desai 4613,9.7,83.3,Pass,1
Manav Desai 4614,2.8,79.1,Fail,0
Chirag Chauhan 4615,3.2,36.0,Fail,0
Hash Joshi 4616,4.7,43.0,Fail,0
Varun Agarwal 4617,2.4,42.0,Fail,0
Varun Agarwal 4618,9.8,78.2,Pass,1
Hash Chauhan 4619,4.1,49.3,Fail,0
Arjun Gupta 4620,3.0,32.9,Fail,0
Raj Patel 4621,9.3,60.4,Fail,0
Hash Gupta 4622,9.6,30.9,Fail,0
Sumit Rana 4623,9.6,34.4,Fail,0
Yash Yadav 4624,1.2,83.5,Fail,0
Ansh Agarwal 4625,6.4,71.7,Pass,1
Parth Joshi 4626,2.1,98.4,Fail,0
Om Chauhan 4627,5.7,34.6,Fail,0
Rohan Chauhan 4628,6.5,53.1,Fail,0
Neel Joshi 4629,4.8,58.3,Fail,0
Ravi Singh 4630,8.5,47.8,Fail,0
Dharaj Joshi 4631,5.5,33.0,Fail,0
Yash Agarwal 4632,5.8,72.2,Pass,1
Rohan Rana 4633,9.7,88.5,Pass,1
Arjun Agarwal 4634,1.9,82.9,Fail,0
Vivek Yadav 4635,2.6,80.6,Fail,0
Nakul Yadav 4636,9.3,81.7,Pass,1
Arjun Mehta 4637,8.9,84.6,Pass,1
Sahil Singh 4638,5.1,33.0,Fail,0
Rahul Verma 4639,0.7,70.3,Fail,0
Nakul Patel 4640,4.2,37.5,Fail,0
Sumit Singh 4641,7.1,77.8,Pass,1
Rohan Agarwal 4642,1.7,54.5,Fail,0
Harsh Yadav 4643,9.9,40.5,Fail,0
Miraj Singh 4644,6.0,32.7,Fail,0
Ansh Desai 4645,7.0,76.7,Pass,1
Hash Verma 4646,7.6,32.2,Fail,0
Sahil Mehta 4647,9.9,32.4,Fail,0
Tushar Desai 4648,8.6,57.0,Fail,0
Ravi Joshi 4649,9.5,70.6,Pass,1
Raj Agarwal 4650,8.1,55.0,Fail,0
Amit Chauhan 4651,3.9,92.5,Fail,0
Hash Mehta 4652,4.8,59.7,Fail,0
Vivek Mehta 4653,3.8,86.9,Fail,0
Ansh Yadav 4654,1.4,37.7,Fail,0
Utsav Gupta 4655,8.3,64.3,Fail,0
Dharaj Mehta 4656,0.4,80.0,Fail,0
Tushar Singh 4657,4.2,82.1,Fail,0
Neel Malik 4658,9.4,30.5,Fail,0
Chirag Kapoor 4659,3.6,81.9,Fail,0
Rohan Rana 4660,9.9,47.8,Fail,0
Hash Kapoor 4661,5.4,82.6,Pass,1
Kunal Joshi 4662,8.8,53.5,Fail,0
Palav Mehta 4663,3.7,30.9,Fail,0
Om Chauhan 4664,1.2,93.9,Fail,0
Ansh Mehta 4665,2.2,51.3,Fail,0
Bhavesh Agarwal 4666,0.4,60.9,Fail,0
Rohan Verma 4667,3.8,61.2,Fail,0
Varun Malik 4668,9.3,98.3,Pass,1
Yash Kapoor 4669,2.5,36.3,Fail,0
Hash Shah 4670,6.5,92.2,Pass,1
Parth Sharma 4671,4.3,78.5,Fail,0
Hash Verma 4672,3.9,78.4,Fail,0
Rohan Rana 4673,5.5,92.1,Pass,1
Vivek Sharma 4674,2.5,74.9,Fail,0
Bhavesh Gupta 4675,9.2,77.2,Pass,1
Varun Malik 4676,1.0,76.7,Fail,0
Vivek Kapoor 4677,1.1,34.5,Fail,0
Varun Yadav 4678,7.4,36.2,Fail,0
Neel Rana 4679,7.8,87.4,Pass,1
Manav Patel 4680,3.6,66.0,Fail,0
Tushar Yadav 4681,0.5,55.2,Fail,0
Utsav Yadav 4682,7.0,88.9,Pass,1
Jay Malik 4683,2.9,50.9,Fail,0
Ansh Mehta 4684,0.2,66.1,Fail,0
Raj Desai 4685,2.3,93.9,Fail,0
Parth Rana 4686,5.4,79.7,Pass,1
Sahil Desai 4687,3.8,30.1,Fail,0
Raj Desai 4688,6.6,69.1,Fail,0
Tushar Gupta 4689,6.0,87.4,Pass,1
Rahul Malik 4690,4.7,98.9,Fail,0
Nakul Singh 4691,5.9,30.9,Fail,0
Chirag Malik 4692,9.2,92.3,Pass,1
Yash Chauhan 4693,1.6,62.3,Fail,0
Varun Malik 4694,9.9,42.7,Fail,0
Varun Kapoor 4695,5.5,96.4,Pass,1
Sumit Verma 4696,9.2,35.2,Fail,0
Ravi Sharma 4697,5.9,43.0,Fail,0
Rohan Sharma 4698,4.8,93.5,Fail,0
Raj Shah 4699,7.4,40.7,Fail,0
Amit Verma 4700,5.8,39.5,Fail,0
Amit Gupta 4701,6.5,70.9,Pass,1
Jay Singh 4702,1.9,51.9,Fail,0
Hash Patel 4703,4.9,52.0,Fail,0
Raj Rana 4704,9.8,40.9,Fail,0
Dharaj Sharma 4705,8.3,52.8,Fail,0
Arjun Sharma 4706,9.0,47.5,Fail,0
Neel Singh 4707,2.7,73.7,Fail,0
Sahil Chauhan 4708,2.0,54.4,Fail,0
Ravi Patel 4709,3.3,71.7,Fail,0
Rahul Desai 4710,2.5,59.3,Fail,0
Amit Patel 4711,0.1,96.8,Fail,0
Palav Joshi 4712,4.5,30.1,Fail,0
Palav Verma 4713,9.9,93.7,Pass,1
Arjun Singh 4714,3.9,46.7,Fail,0
Manav Gupta 4715,1.0,91.0,Fail,0
Arjun Shah 4716,1.8,45.9,Fail,0
Om Agarwal 4717,5.9,78.9,Pass,1
Harsh Verma 4718,3.9,63.0,Fail,0
Kunal Singh 4719,5.3,87.2,Pass,1
Bhavesh Sharma 4720,8.6,92.7,Pass,1
Vivek Patel 4721,4.6,89.7,Fail,0
Harsh Agarwal 4722,1.3,98.4,Fail,0
Dev Gupta 4723,2.8,97.6,Fail,0
Ravi Patel 4724,5.5,69.0,Fail,0
Palav Patel 4725,5.3,52.3,Fail,0
Palav Patel 4726,1.6,55.7,Fail,0
Dev Verma 4727,7.9,76.1,Pass,1
Yash Rana 4728,4.7,47.1,Fail,0
Varun Rana 4729,8.8,82.9,Pass,1
Smit Verma 4730,9.4,36.2,Fail,0
Utsav Gupta 4731,1.3,61.4,Fail,0
Rahul Mehta 4732,2.9,47.4,Fail,0
Palav Desai 4733,9.7,30.3,Fail,0
Sahil Sharma 4734,8.8,90.7,Pass,1
Miraj Joshi 4735,6.7,78.4,Pass,1
Hash Agarwal 4736,4.2,45.3,Fail,0
Utsav Verma 4737,5.7,78.2,Pass,1
Palav Agarwal 4738,0.4,38.9,Fail,0
Harsh Kapoor 4739,8.7,62.8,Fail,0
Sahil Desai 4740,6.1,55.2,Fail,0
Varun Singh 4741,7.5,68.5,Fail,0
Sahil Joshi 4742,6.7,70.8,Pass,1
Harsh Patel 4743,4.5,78.1,Fail,0
Arjun Gupta 4744,2.4,37.7,Fail,0
Yash Mehta 4745,7.4,98.8,Pass,1
Dharaj Malik 4746,4.7,68.6,Fail,0
Yash Chauhan 4747,3.9,68.3,Fail,0
Tushar Chauhan 4748,6.9,81.6,Pass,1
Nakul Joshi 4749,9.7,91.9,Pass,1
Harsh Sharma 4750,1.2,84.3,Fail,0
Varun Patel 4751,8.8,78.9,Pass,1
Raj Patel 4752,0.1,89.2,Fail,0
Palav Sharma 4753,5.3,40.1,Fail,0
Nakul Singh 4754,7.4,97.2,Pass,1
Nakul Desai 4755,1.5,90.8,Fail,0
Dev Gupta 4756,5.7,89.8,Pass,1
Bhavesh Rana 4757,5.0,82.2,Pass,1
Dharaj Mehta 4758,0.9,36.1,Fail,0
Om Shah 4759,5.1,41.0,Fail,0
Jay Yadav 4760,6.9,89.6,Pass,1
Nakul Mehta 4761,7.7,63.1,Fail,0
Kunal Desai 4762,3.2,59.1,Fail,0
Chirag Joshi 4763,4.3,74.1,Fail,0
Miraj Desai 4764,0.4,37.2,Fail,0
Parth Rana 4765,0.0,39.2,Fail,0
Arjun Shah 4766,4.4,99.6,Fail,0
Smit Malik 4767,4.5,87.8,Fail,0
Manav Rana 4768,0.3,51.3,Fail,0
Ansh Singh 4769,7.1,85.2,Pass,1
Rohan Shah 4770,1.4,92.0,Fail,0
Smit Mehta 4771,1.3,34.6,Fail,0
Utsav Gupta 4772,9.1,60.3,Fail,0
Hash Chauhan 4773,7.1,32.5,Fail,0
Ravi Verma 4774,8.4,92.6,Pass,1
Nakul Chauhan 4775,2.2,69.4,Fail,0
Dharaj Sharma 4776,5.6,38.3,Fail,0
Chirag Yadav 4777,8.6,48.9,Fail,0
Varun Joshi 4778,9.9,70.8,Pass,1
Sumit Kapoor 4779,3.7,97.3,Fail,0
Kunal Agarwal 4780,2.7,82.3,Fail,0
Bhavesh Malik 4781,2.0,89.1,Fail,0
Hash Yadav 4782,5.1,84.2,Pass,1
Dharaj Gupta 4783,8.6,98.0,Pass,1
Bhavesh Rana 4784,4.2,70.3,Fail,0
Vivek Mehta 4785,1.4,79.1,Fail,0
Jay Desai 4786,0.3,36.4,Fail,0
Hash Verma 4787,4.7,41.8,Fail,0
Varun Chauhan 4788,6.4,60.8,Fail,0
Utsav Kapoor 4789,7.6,53.5,Fail,0
Vivek Chauhan 4790,0.1,68.4,Fail,0
Parth Singh 4791,6.1,88.7,Pass,1
Amit Agarwal 4792,4.9,93.2,Fail,0
Ravi Mehta 4793,8.2,88.1,Pass,1
Utsav Yadav 4794,9.7,87.8,Pass,1
Varun Verma 4795,4.5,32.1,Fail,0
Neel Mehta 4796,5.4,85.3,Pass,1
Miraj Gupta 4797,0.3,97.9,Fail,0
Sumit Agarwal 4798,0.3,71.5,Fail,0
Sahil Joshi 4799,0.3,97.2,Fail,0
Ansh Verma 4800,5.7,80.5,Pass,1
Sahil Singh 4801,5.1,89.8,Pass,1
Sumit Yadav 4802,4.4,91.5,Fail,0
Rahul Desai 4803,1.9,98.4,Fail,0
Rohan Mehta 4804,2.3,79.2,Fail,0
Parth Shah 4805,8.1,94.9,Pass,1
Parth Chauhan 4806,9.6,35.2,Fail,0
Dev Desai 4807,5.8,62.4,Fail,0
Rahul Malik 4808,8.6,71.2,Pass,1
Nakul Malik 4809,8.0,96.9,Pass,1
Smit Kapoor 4810,5.6,51.2,Fail,0
Neel Kapoor 4811,5.0,40.7,Fail,0
Kunal Verma 4812,8.4,76.4,Pass,1
Arjun Gupta 4813,3.1,69.1,Fail,0
Chirag Chauhan 4814,9.4,89.1,Pass,1
Dharaj Yadav 4815,5.5,41.7,Fail,0
Amit Verma 4816,5.1,64.2,Fail,0
Rahul Kapoor 4817,2.0,97.5,Fail,0
Rahul Shah 4818,4.3,38.1,Fail,0
Vivek Singh 4819,8.0,85.8,Pass,1
Sumit Chauhan 4820,9.1,98.6,Pass,1
Manav Shah 4821,1.0,70.7,Fail,0
Smit Kapoor 4822,7.9,86.2,Pass,1
Om Rana 4823,6.7,70.8,Pass,1
Utsav Shah 4824,4.9,87.6,Fail,0
Sahil Yadav 4825,5.6,33.8,Fail,0
Dev Yadav 4826,0.5,56.1,Fail,0
Rohan Kapoor 4827,5.3,55.9,Fail,0
Dharaj Singh 4828,6.6,85.7,Pass,1
Vivek Gupta 4829,4.9,35.2,Fail,0
Manav Singh 4830,3.5,88.8,Fail,0
Amit Yadav 4831,8.7,91.4,Pass,1
Bhavesh Joshi 4832,0.8,50.5,Fail,0
Bhavesh Patel 4833,9.0,32.2,Fail,0
Sahil Shah 4834,6.3,41.1,Fail,0
Arjun Sharma 4835,4.9,63.1,Fail,0
Varun Kapoor 4836,7.4,79.4,Pass,1
Parth Verma 4837,7.2,45.4,Fail,0
Sahil Malik 4838,9.8,39.6,Fail,0
Raj Agarwal 4839,5.8,44.2,Fail,0
Raj Joshi 4840,1.5,30.8,Fail,0
Utsav Joshi 4841,6.5,69.2,Fail,0
Varun Patel 4842,3.1,81.1,Fail,0
Neel Shah 4843,6.8,83.0,Pass,1
Harsh Mehta 4844,0.9,44.0,Fail,0
Dev Verma 4845,6.3,82.8,Pass,1
Rahul Mehta 4846,9.8,60.2,Fail,0
Varun Shah 4847,7.5,75.2,Pass,1
Parth Kapoor 4848,1.2,98.7,Fail,0
Om Agarwal 4849,5.8,84.7,Pass,1
Nakul Rana 4850,10.0,60.6,Fail,0
Nakul Patel 4851,7.6,49.6,Fail,0
Dharaj Kapoor 4852,7.4,53.4,Fail,0
Jay Kapoor 4853,3.2,97.4,Fail,0
Smit Singh 4854,8.1,74.9,Pass,1
Ravi Agarwal 4855,3.4,92.7,Fail,0
Tushar Patel 4856,1.5,99.5,Fail,0
Manav Chauhan 4857,5.0,58.3,Fail,0
Ansh Patel 4858,2.0,82.1,Fail,0
Varun Chauhan 4859,3.3,57.7,Fail,0
Dharaj Malik 4860,5.3,81.5,Pass,1
Varun Sharma 4861,0.8,37.7,Fail,0
Arjun Chauhan 4862,2.7,57.5,Fail,0
Manav Singh 4863,9.0,49.6,Fail,0
Sumit Singh 4864,4.9,64.7,Fail,0
Ravi Yadav 4865,4.5,73.8,Fail,0
Sahil Kapoor 4866,0.2,65.1,Fail,0
Amit Mehta 4867,1.1,30.6,Fail,0
Bhavesh Gupta 4868,7.6,70.0,Pass,1
Tushar Singh 4869,0.2,85.3,Fail,0
Palav Rana 4870,2.6,72.1,Fail,0
Sumit Yadav 4871,3.6,45.0,Fail,0
Amit Kapoor 4872,7.5,60.0,Fail,0
Dharaj Singh 4873,2.9,88.5,Fail,0
Manav Mehta 4874,1.6,86.3,Fail,0
Raj Rana 4875,2.0,51.3,Fail,0
Kunal Singh 4876,8.3,67.4,Fail,0
Smit Gupta 4877,6.4,75.3,Pass,1
Harsh Joshi 4878,5.2,73.0,Pass,1
Utsav Joshi 4879,0.2,48.3,Fail,0
Ansh Singh 4880,3.5,90.3,Fail,0
Amit Singh 4881,4.3,98.3,Fail,0
Dharaj Singh 4882,2.8,89.5,Fail,0
Arjun Shah 4883,6.9,32.8,Fail,0
Chirag Sharma 4884,8.1,52.8,Fail,0
Sumit Rana 4885,3.7,69.3,Fail,0
Tushar Desai 4886,4.0,68.4,Fail,0
Palav Yadav 4887,1.0,89.1,Fail,0
Raj Sharma 4888,7.5,80.2,Pass,1
Yash Chauhan 4889,9.6,41.2,Fail,0
Rahul Kapoor 4890,0.5,75.2,Fail,0
Jay Kapoor 4891,5.5,75.4,Pass,1
Chirag Shah 4892,4.5,79.7,Fail,0
Neel Sharma 4893,7.5,68.3,Fail,0
Miraj Gupta 4894,0.6,60.9,Fail,0
Rahul Desai 4895,4.3,55.4,Fail,0
Rohan Joshi 4896,2.6,99.3,Fail,0
Varun Kapoor 4897,8.0,89.6,Pass,1
Om Malik 4898,3.5,50.1,Fail,0
Dev Shah 4899,2.4,57.7,Fail,0
Smit Singh 4900,7.8,31.3,Fail,0
Tushar Patel 4901,0.1,99.5,Fail,0
Hash Agarwal 4902,5.3,41.2,Fail,0
Yash Agarwal 4903,6.0,99.1,Pass,1
Varun Mehta 4904,3.4,88.8,Fail,0
Rahul Malik 4905,3.2,41.8,Fail,0
Raj Kapoor 4906,4.8,60.6,Fail,0
Palav Yadav 4907,9.8,94.5,Pass,1
Jay Rana 4908,1.5,52.4,Fail,0
Tushar Shah 4909,8.7,74.8,Pass,1
Harsh Rana 4910,5.0,66.7,Fail,0
Nakul Sharma 4911,7.8,68.1,Fail,0
Palav Rana 4912,4.1,85.7,Fail,0
Hash Singh 4913,6.3,50.0,Fail,0
Manav Mehta 4914,8.7,71.9,Pass,1
Sumit Kapoor 4915,2.5,35.1,Fail,0
Yash Desai 4916,3.6,90.8,Fail,0
Utsav Chauhan 4917,9.3,35.6,Fail,0
Amit Shah 4918,1.7,57.7,Fail,0
Arjun Malik 4919,0.4,44.5,Fail,0
Neel Desai 4920,6.2,31.7,Fail,0
Vivek Verma 4921,2.7,93.6,Fail,0
Neel Rana 4922,2.5,91.5,Fail,0
Smit Malik 4923,4.1,99.7,Fail,0
Dharaj Singh 4924,5.9,32.0,Fail,0
Manav Verma 4925,8.3,37.0,Fail,0
Vivek Joshi 4926,1.9,90.2,Fail,0
Palav Agarwal 4927,4.0,68.9,Fail,0
Arjun Sharma 4928,8.6,92.5,Pass,1
Amit Shah 4929,1.0,60.2,Fail,0
Bhavesh Shah 4930,8.2,52.8,Fail,0
Bhavesh Rana 4931,3.0,91.4,Fail,0
Amit Yadav 4932,8.9,83.3,Pass,1
Vivek Kapoor 4933,3.2,72.6,Fail,0
Arjun Chauhan 4934,8.1,46.6,Fail,0
Vivek Rana 4935,5.9,50.8,Fail,0
Yash Verma 4936,6.2,82.2,Pass,1
Parth Shah 4937,1.9,43.0,Fail,0
Palav Patel 4938,9.2,80.6,Pass,1
Ansh Malik 4939,3.6,43.0,Fail,0
Utsav Singh 4940,2.3,77.4,Fail,0
Parth Singh 4941,3.8,95.4,Fail,0
Neel Rana 4942,4.8,87.1,Fail,0
Raj Patel 4943,3.0,88.2,Fail,0
Tushar Verma 4944,3.0,87.3,Fail,0
Manav Mehta 4945,8.0,76.9,Pass,1
Parth Kapoor 4946,5.0,45.6,Fail,0
Parth Singh 4947,9.7,67.5,Fail,0
Hash Rana 4948,2.9,96.3,Fail,0
Palav Desai 4949,2.8,49.5,Fail,0
Tushar Sharma 4950,3.1,54.5,Fail,0
Miraj Yadav 4951,2.5,34.0,Fail,0
Jay Joshi 4952,0.4,93.0,Fail,0
Harsh Joshi 4953,5.9,51.5,Fail,0
Tushar Rana 4954,3.8,96.3,Fail,0
Om Malik 4955,8.7,77.6,Pass,1
Smit Kapoor 4956,6.1,95.2,Pass,1
Varun Gupta 4957,3.1,53.8,Fail,0
Parth Mehta 4958,0.3,76.6,Fail,0
Harsh Desai 4959,1.0,37.6,Fail,0
Hash Agarwal 4960,6.4,72.1,Pass,1
Palav Gupta 4961,6.8,64.4,Fail,0
Dharaj Desai 4962,2.0,98.8,Fail,0
Harsh Yadav 4963,3.7,69.8,Fail,0
Raj Patel 4964,0.8,52.4,Fail,0
Kunal Gupta 4965,3.5,54.6,Fail,0
Om Patel 4966,1.0,30.5,Fail,0
Nakul Patel 4967,1.0,94.3,Fail,0
Utsav Patel 4968,4.1,36.6,Fail,0
Yash Malik 4969,0.4,46.7,Fail,0
Hash Kapoor 4970,2.6,58.6,Fail,0
Parth Desai 4971,2.1,80.1,Fail,0
Raj Patel 4972,5.9,74.3,Pass,1
Neel Chauhan 4973,7.7,81.3,Pass,1
Palav Sharma 4974,4.1,74.2,Fail,0
Sahil Sharma 4975,6.5,63.1,Fail,0
Palav Joshi 4976,4.6,85.9,Fail,0
Raj Verma 4977,1.0,42.1,Fail,0
Palav Patel 4978,9.9,90.1,Pass,1
Rahul Shah 4979,4.2,97.3,Fail,0
Sumit Rana 4980,0.6,75.6,Fail,0
Ravi Patel 4981,5.8,78.0,Pass,1
Dev Desai 4982,4.0,61.3,Fail,0
Rahul Rana 4983,4.8,72.9,Fail,0
Utsav Chauhan 4984,5.6,53.9,Fail,0
Smit Sharma 4985,1.2,91.8,Fail,0
Dev Singh 4986,1.8,45.9,Fail,0
Palav Rana 4987,9.7,50.4,Fail,0
Palav Joshi 4988,7.7,66.8,Fail,0
Om Desai 4989,5.4,78.1,Pass,1
Bhavesh Verma 4990,4.1,81.7,Fail,0
Dev Gupta 4991,0.6,78.2,Fail,0
Sumit Mehta 4992,8.5,68.1,Fail,0
Bhavesh Joshi 4993,1.9,69.6,Fail,0
Sahil Gupta 4994,7.8,56.7,Fail,0
Smit Verma 4995,2.9,61.6,Fail,0
Rahul Joshi 4996,7.4,88.0,Pass,1
Kunal Yadav 4997,7.8,98.6,Pass,1
Dev Agarwal 4998,7.5,35.3,Fail,0
Sahil Sharma 4999,2.3,99.1,Fail,0
Vivek Joshi 5000,7.1,41.1,Fail,0
Ansh Gupta 5001,4.2,64.0,Fail,0
Amit Desai 5002,5.5,83.9,Pass,1
Ansh Chauhan 5003,2.4,98.1,Fail,0
Hash Rana 5004,1.1,48.5,Fail,0
Chirag Shah 5005,2.3,42.2,Fail,0
Raj Gupta 5006,0.7,38.4,Fail,0
Ravi Kapoor 5007,8.0,86.7,Pass,1
Yash Chauhan 5008,9.6,63.5,Fail,0
Neel Joshi 5009,3.5,33.2,Fail,0
Om Malik 5010,9.0,99.0,Pass,1
Harsh Singh 5011,6.0,90.2,Pass,1
Kunal Gupta 5012,3.9,50.1,Fail,0
Tushar Malik 5013,9.1,93.0,Pass,1
Raj Kapoor 5014,0.1,59.5,Fail,0
Manav Chauhan 5015,3.6,77.5,Fail,0
Utsav Malik 5016,2.1,82.3,Fail,0
Rohan Gupta 5017,4.8,58.0,Fail,0
Tushar Joshi 5018,2.2,54.4,Fail,0
Jay Joshi 5019,4.0,50.1,Fail,0
Arjun Kapoor 5020,9.3,86.4,Pass,1
Ansh Desai 5021,6.5,33.3,Fail,0
Varun Rana 5022,2.1,40.6,Fail,0
Rohan Singh 5023,1.6,30.0,Fail,0
Dharaj Sharma 5024,5.2,62.4,Fail,0
Manav Mehta 5025,6.7,96.4,Pass,1
Vivek Chauhan 5026,5.5,90.7,Pass,1
Harsh Joshi 5027,9.9,31.8,Fail,0
Arjun Yadav 5028,3.4,71.7,Fail,0
Nakul Desai 5029,3.0,91.1,Fail,0
Smit Sharma 5030,4.0,68.3,Fail,0
Harsh Mehta 5031,1.5,38.9,Fail,0
Nakul Gupta 5032,2.1,41.6,Fail,0
Sahil Agarwal 5033,1.4,97.3,Fail,0
Manav Yadav 5034,4.3,43.1,Fail,0
Yash Mehta 5035,8.1,84.8,Pass,1
Rahul Patel 5036,2.3,42.8,Fail,0
Ravi Desai 5037,3.4,87.6,Fail,0
Ravi Singh 5038,6.6,90.3,Pass,1
Manav Agarwal 5039,1.3,46.7,Fail,0
Rohan Malik 5040,2.6,31.1,Fail,0
Palav Kapoor 5041,5.3,48.3,Fail,0
Nakul Desai 5042,6.3,38.3,Fail,0
Miraj Joshi 5043,9.8,82.9,Pass,1
Manav Agarwal 5044,0.1,94.0,Fail,0
Miraj Kapoor 5045,3.9,31.6,Fail,0
Utsav Mehta 5046,2.3,50.0,Fail,0
Jay Mehta 5047,9.9,55.7,Fail,0
Rahul Kapoor 5048,0.7,44.6,Fail,0
Hash Joshi 5049,4.3,90.8,Fail,0
Hash Desai 5050,0.9,33.0,Fail,0
Om Singh 5051,7.2,33.8,Fail,0
Ravi Joshi 5052,6.6,98.6,Pass,1
Raj Agarwal 5053,3.2,45.1,Fail,0
